Average: 7.14279431531998e-05
ID	Reference	Hypothesis	sms
688	I'm a big sushi fan and this place did not disappoint.  They have many options that are fresh and full of flavor.  The service is amazing as well.  Even when the place is packed we were still served quickly and in a professional, positive manner.  I recommend the delicious sashimi.	If you're looking for a good sushi place, this is the place to go. The service is very friendly and the food is always fresh and delicious. They have a great selection of sushi and sashimi.	8.920184784913427e-05
689	I'm a big sushi fan and this place did not disappoint.  They have many options that are fresh and full of flavor.  The service is amazing as well.  Even when the place is packed we were still served quickly and in a professional, positive manner.  I recommend the delicious sashimi.	This is the best sushi I have ever had in a long time. Everything is fresh and delicious. I had the salmon, tuna, salmon, shrimp, and tempura roll. Both were very good and the service was great.	2.646344306140398e-05
690	I'm a big sushi fan and this place did not disappoint.  They have many options that are fresh and full of flavor.  The service is amazing as well.  Even when the place is packed we were still served quickly and in a professional, positive manner.  I recommend the delicious sashimi.	this place is hands down the best sushi i like sushi place . i went here for my second time and i ' m not sure if you ' re haven ' t tried the ramen . i ' ve been here a long time and we will recommend it again . i would recommend this place to anyone .	3.403808121483775e-05
691	I'm a big sushi fan and this place did not disappoint.  They have many options that are fresh and full of flavor.  The service is amazing as well.  Even when the place is packed we were still served quickly and in a professional, positive manner.  I recommend the delicious sashimi.	Sakanaya is a decent sushi spot for college kids, but don't expect too much. The Willis Tower is good, but the rest of the food is just okay.	9.034366600837207e-05
692	I'm a big sushi fan and this place did not disappoint.  They have many options that are fresh and full of flavor.  The service is amazing as well.  Even when the place is packed we were still served quickly and in a professional, positive manner.  I recommend the delicious sashimi.	Ahh.. I love this place and always go there for a treat. Willis Tower, chirashi, chicken wings and ramen. All taste very good. Need to wait during lunch and dinner. A little bit pricey but taste of food deserve it.	1.80540227892124e-05
693	I'm a big sushi fan and this place did not disappoint.  They have many options that are fresh and full of flavor.  The service is amazing as well.  Even when the place is packed we were still served quickly and in a professional, positive manner.  I recommend the delicious sashimi.	In town from out of town and the sushi chef is so nice. I had a couple of rolls, and they were all pretty tasty. the shrimp with grilled veggies were great too! Very friendly staff and good prices for what you pay for.	4.099269881593358e-05
694	I'm a big sushi fan and this place did not disappoint.  They have many options that are fresh and full of flavor.  The service is amazing as well.  Even when the place is packed we were still served quickly and in a professional, positive manner.  I recommend the delicious sashimi.	love this place! the decor is nice and the food is pretty good and the presentation is great. i had the fish and chips and it was to die for. the fish was absolutely delicious and the rice was cooked to perfection. the presentation of the food was great and the sushi was nice and fresh. i love the	3.2942140092676335e-05
695	I'm a big sushi fan and this place did not disappoint.  They have many options that are fresh and full of flavor.  The service is amazing as well.  Even when the place is packed we were still served quickly and in a professional, positive manner.  I recommend the delicious sashimi.	we had time to look up and they were extremely helpful about making our experience worthy .	7.673907218423298e-05
696	I'm a big sushi fan and this place did not disappoint.  They have many options that are fresh and full of flavor.  The service is amazing as well.  Even when the place is packed we were still served quickly and in a professional, positive manner.  I recommend the delicious sashimi.	this is a great place to grab a quick bite to eat. the staff is friendly and the food is delicious. i would definitely recommend this place to anyone who is looking for a quick bite to eat.	5.927419844994789e-05
697	I'm a big sushi fan and this place did not disappoint.  They have many options that are fresh and full of flavor.  The service is amazing as well.  Even when the place is packed we were still served quickly and in a professional, positive manner.  I recommend the delicious sashimi.	this is a great place to go for lunch or dinner. the sushi is fresh and the service is great. i have been here twice and both times i've been to a few times and have never had a bad experience. it's a small place, but the food is always fresh, the staff is very friendly and helpful.	5.765876940118188e-05
698	I'm a big sushi fan and this place did not disappoint.  They have many options that are fresh and full of flavor.  The service is amazing as well.  Even when the place is packed we were still served quickly and in a professional, positive manner.  I recommend the delicious sashimi.	And the sushi rolls are great. The sashimi is also very good. It's a nice place to eat here. Not the best sushi I've ever had. If you're a fan of sushi and sashimi and this place is amazing.	3.936894295730851e-05
699	I'm a big sushi fan and this place did not disappoint.  They have many options that are fresh and full of flavor.  The service is amazing as well.  Even when the place is packed we were still served quickly and in a professional, positive manner.  I recommend the delicious sashimi.	i love this place. the sushi is delicious and the sashimi is fresh. i love the chirashi and the chicken wings. all are very good. need to wait during lunch and dinner. a little bit pricey but taste of food deserve it. this place is nothing fancy. flat tap water on every table. your standard miso soup. $17 for a lunch special got me maybe 3-4 ounces of meat and one roll that was pretty good but fried and prepared earlier.	3.197959966995969e-05
700	This is the place you want to go when you are looking for a healthy good meal. The food is good for you and also high in quality. They use fresh ingredients in all their dishes nothing they make is frozen. The customer service could use a bit of work but I was willing to look past this because of the amazing food.	i love this place!  i love their juice, but they've really gone down hill from when i first started getting them.  they've gone up in price and don't even fill up your cup - waste of money.  this place has horrible customer service and it's not even close to being worth the price - do yourself a favor and go somewhere else	0.0001630717691900066
701	This is the place you want to go when you are looking for a healthy good meal. The food is good for you and also high in quality. They use fresh ingredients in all their dishes nothing they make is frozen. The customer service could use a bit of work but I was willing to look past this because of the amazing food.	very cool atmosphere although it was extremely crowded for a tuesday morning ... hate to see what saturday looks like . got the thai protein bowl . had overall really good flavor and the forbidden rice was delicious ! also got the slim juice and it too was delicious !	0.000138714474154891
702	This is the place you want to go when you are looking for a healthy good meal. The food is good for you and also high in quality. They use fresh ingredients in all their dishes nothing they make is frozen. The customer service could use a bit of work but I was willing to look past this because of the amazing food.	This is a great place to stop in for a quick bite. The food was delicious and the service was amazing. All of the staff was very friendly and helpful. They have a great selection of food and it's always a good experience.	0.00015569412297734248
703	This is the place you want to go when you are looking for a healthy good meal. The food is good for you and also high in quality. They use fresh ingredients in all their dishes nothing they make is frozen. The customer service could use a bit of work but I was willing to look past this because of the amazing food.	This place is great! I've been here a few times now and have never been disappointed. The staff is friendly, food is fresh and delicious. I'll be going back for more!	3.580568530983517e-05
704	This is the place you want to go when you are looking for a healthy good meal. The food is good for you and also high in quality. They use fresh ingredients in all their dishes nothing they make is frozen. The customer service could use a bit of work but I was willing to look past this because of the amazing food.	great place to have a lunch or dinner . the food has great service and the staff is extremely cool . they also have a sunday lunch special . the thai steak wrap was delicious . service was good , and the food was great . i really like all the other food i come here . i will definitely be returning .	8.105029469464505e-05
705	This is the place you want to go when you are looking for a healthy good meal. The food is good for you and also high in quality. They use fresh ingredients in all their dishes nothing they make is frozen. The customer service could use a bit of work but I was willing to look past this because of the amazing food.	OG Chop Shop is a great place to get clean, healthy food. They have salads, smoothie bowls, sandwiches, and brown rice/quinoa bowls. I personally like the Power Green or Immune Boost juices, the Tofu Rice Bowl, and the Beet Salad. Service is usually quick and there's never a long wait.	5.973664202004276e-05
706	This is the place you want to go when you are looking for a healthy good meal. The food is good for you and also high in quality. They use fresh ingredients in all their dishes nothing they make is frozen. The customer service could use a bit of work but I was willing to look past this because of the amazing food.	Gluten free grilled steak wrap today for lunch was amazing! Quinoa salad, green #4 juice! I LOVE this place, service & food excellent!	3.817221029602042e-05
707	This is the place you want to go when you are looking for a healthy good meal. The food is good for you and also high in quality. They use fresh ingredients in all their dishes nothing they make is frozen. The customer service could use a bit of work but I was willing to look past this because of the amazing food.	Everything here is delicious! I had the chicken bowl and it was delicious. Low quality ingredients, and a good healthy smoothie!	4.44456663632219e-05
708	This is the place you want to go when you are looking for a healthy good meal. The food is good for you and also high in quality. They use fresh ingredients in all their dishes nothing they make is frozen. The customer service could use a bit of work but I was willing to look past this because of the amazing food.	i have been here a few times and have never had a bad meal. the food is always fresh and the service is always excellent. the atmosphere is very clean and the food comes out fast. they have a huge variety of healthy foods to choose from. i had the salmon wrap and it was the perfect amount of	0.00010141998199668769
709	This is the place you want to go when you are looking for a healthy good meal. The food is good for you and also high in quality. They use fresh ingredients in all their dishes nothing they make is frozen. The customer service could use a bit of work but I was willing to look past this because of the amazing food.	i like the power green or the immune boost for juices , the tofu rice bowl .	4.568441104584914e-05
710	This is the place you want to go when you are looking for a healthy good meal. The food is good for you and also high in quality. They use fresh ingredients in all their dishes nothing they make is frozen. The customer service could use a bit of work but I was willing to look past this because of the amazing food.	this is my favorite place to get a smoothie. the staff is always friendly and the food is always fresh and delicious. i always get the power green smoothie and it's always delicious.	0.0001700351549948573
711	This is the place you want to go when you are looking for a healthy good meal. The food is good for you and also high in quality. They use fresh ingredients in all their dishes nothing they make is frozen. The customer service could use a bit of work but I was willing to look past this because of the amazing food.	this place is amazing! i've been to many other locations and this one is the best. the staff is very friendly and the food is always fresh and delicious. i always get a smoothie bowl with rice and beans. they also have a nice selection of options to choose from and they are very accommodating. if you're looking for a healthy alternative to the area, this is your place to go!	0.0001754187643927457
712	This is the place you want to go when you are looking for a healthy good meal. The food is good for you and also high in quality. They use fresh ingredients in all their dishes nothing they make is frozen. The customer service could use a bit of work but I was willing to look past this because of the amazing food.	You will definitely be coming back. It's a great place to go to grab a snack and lunch is. The worst of food. The service is always excellent. The menu is great and I have been to this location for years. For a quick bite, and the portion size isn't too good.	0.00010029922014563285
713	This is the place you want to go when you are looking for a healthy good meal. The food is good for you and also high in quality. They use fresh ingredients in all their dishes nothing they make is frozen. The customer service could use a bit of work but I was willing to look past this because of the amazing food.	i love this place. the food is always fresh and delicious. i love the smoothie bowls, smoothies, coffee drinks, tea. food is usually prepared quick. i like the scottsdale location better in terms of service but both locations have same food choices. clean, healthy foods. you can choose between salads, smoothie bowls, sandwiches, and brown rice / quinoa bowls. drinks are usually prepared quick. food is usually prepared quick	6.581247091404748e-05
714	Employees are very personable and knowledgeable. They will work with you and provide a comfortable, welcoming, low pressure experience. Definitely a place you'll want to return to! Super willing to answer any questions and make sure you're completely satisfied with your experience. They also have a nice area where you can grab snack and drinks.	i have been buying cars from schumacher for over 20 years and have never had a bad experience.  the staff is always friendly and helpful.  they are always willing to help and answer any questions you may have.   i have purchased a few cars from them over the years and they have never let me down.  i highly recommend them.	7.697552758074538e-05
715	Employees are very personable and knowledgeable. They will work with you and provide a comfortable, welcoming, low pressure experience. Definitely a place you'll want to return to! Super willing to answer any questions and make sure you're completely satisfied with your experience. They also have a nice area where you can grab snack and drinks.	michael , chris & mr . schumacher himself are so kind and hospitable . when right honda screwed me over royally , the good guys at schumacher walked me through the steps of reversing a car sale they made with me to ensure i didn ' t get manipulated any further . lou is the greatest salesman . no pressure and concerned with the needs of the customer . tracy at the starbucks coffee shop keeps you pleasurable company while you wait and most of the products if her shop are complimentary ! this dealership emits such a warm environment .	6.804367660781341e-05
716	Employees are very personable and knowledgeable. They will work with you and provide a comfortable, welcoming, low pressure experience. Definitely a place you'll want to return to! Super willing to answer any questions and make sure you're completely satisfied with your experience. They also have a nice area where you can grab snack and drinks.	If you are in the area and have a great car buying experience, this is the place to go. The people at the front desk are very nice and helpful. They are always willing to help you with any questions you have. Great customer service and great service. They also have a great sales team. If you haven't been here, you'll love it.	7.133997407351137e-05
717	Employees are very personable and knowledgeable. They will work with you and provide a comfortable, welcoming, low pressure experience. Definitely a place you'll want to return to! Super willing to answer any questions and make sure you're completely satisfied with your experience. They also have a nice area where you can grab snack and drinks.	This is the best dealership in Las Vegas. The staff is always friendly and helpful. I have been to several dealerships in the valley, but	1.2979714023377307e-05
718	Employees are very personable and knowledgeable. They will work with you and provide a comfortable, welcoming, low pressure experience. Definitely a place you'll want to return to! Super willing to answer any questions and make sure you're completely satisfied with your experience. They also have a nice area where you can grab snack and drinks.	this is my first at a first experience at this place . the people are very nice and patient . they make you feel like you are in order . the food is amazing and the service is very knowledgeable . i could tell you how there is the best . i ' ve been here at least 20 other than years and i always feel welcomed . i would highly recommend this to anyone .	4.3709096027308214e-05
719	Employees are very personable and knowledgeable. They will work with you and provide a comfortable, welcoming, low pressure experience. Definitely a place you'll want to return to! Super willing to answer any questions and make sure you're completely satisfied with your experience. They also have a nice area where you can grab snack and drinks.	Schumacher Mercedes is a great dealership with excellent customer service. They are hospitable, kind, and helpful, and offer complimentary beverages and snacks. Lou is an amazing salesman who is concerned with the needs of the customer, and Tracy at the Starbucks coffee shop keeps customers company while they wait.	9.352143392120377e-05
720	Employees are very personable and knowledgeable. They will work with you and provide a comfortable, welcoming, low pressure experience. Definitely a place you'll want to return to! Super willing to answer any questions and make sure you're completely satisfied with your experience. They also have a nice area where you can grab snack and drinks.	For about 20 years I have been dealing with Schumacher Mercedes and specifically Remington Logue in sales. Remington always exceeds my expectations. Just a great dealership. Great sales people and great service advisors.  In my case, Mike Stoops always looks to assure the cars are in perfect condition and most importantly safe.	4.399359582505954e-05
721	Employees are very personable and knowledgeable. They will work with you and provide a comfortable, welcoming, low pressure experience. Definitely a place you'll want to return to! Super willing to answer any questions and make sure you're completely satisfied with your experience. They also have a nice area where you can grab snack and drinks.	2 of the sales associates were great! I was given a new car that was in stock. The staff is friendly and helpful and friendly. My car is still in good oil and battery. In the future I'll be going back for more information to help with future purchases.  Thanks again.	2.966239222875108e-05
722	Employees are very personable and knowledgeable. They will work with you and provide a comfortable, welcoming, low pressure experience. Definitely a place you'll want to return to! Super willing to answer any questions and make sure you're completely satisfied with your experience. They also have a nice area where you can grab snack and drinks.	i had a great experience at this dealership. everyone was professional and helpful. the sales people were very professional and professional. the sales person who helped me was very helpful and professional. my car buying experience was the best i have had in a long time. the price was a little expensive but the quality of the product was	4.095690463792928e-05
723	Employees are very personable and knowledgeable. They will work with you and provide a comfortable, welcoming, low pressure experience. Definitely a place you'll want to return to! Super willing to answer any questions and make sure you're completely satisfied with your experience. They also have a nice area where you can grab snack and drinks.	when it can be done quick and fast to be down the road with no hassle .	1.5631012097485282e-05
724	Employees are very personable and knowledgeable. They will work with you and provide a comfortable, welcoming, low pressure experience. Definitely a place you'll want to return to! Super willing to answer any questions and make sure you're completely satisfied with your experience. They also have a nice area where you can grab snack and drinks.	schumacher is a great place to buy a new or used mercedes. the service department is very professional and friendly. the sales department is very knowledgeable and helpful. i would recommend schumacher to anyone.	5.370525091929907e-05
725	Employees are very personable and knowledgeable. They will work with you and provide a comfortable, welcoming, low pressure experience. Definitely a place you'll want to return to! Super willing to answer any questions and make sure you're completely satisfied with your experience. They also have a nice area where you can grab snack and drinks.	i have been using this company for over a year now and it is always a good experience. the service is great and the prices are fair. i've never had a bad experience here. they have a lot of options to choose from, and they are always willing to help you with your car.	5.9639758918679876e-05
726	Employees are very personable and knowledgeable. They will work with you and provide a comfortable, welcoming, low pressure experience. Definitely a place you'll want to return to! Super willing to answer any questions and make sure you're completely satisfied with your experience. They also have a nice area where you can grab snack and drinks.	He is awesome. The service is always very friendly and I've been here for years. It's a huge deal with the vehicle. I was looking forward to trying to have a new car. I was able to get my car done. They are always nice and knowledgeable.	4.262842665219935e-05
727	Employees are very personable and knowledgeable. They will work with you and provide a comfortable, welcoming, low pressure experience. Definitely a place you'll want to return to! Super willing to answer any questions and make sure you're completely satisfied with your experience. They also have a nice area where you can grab snack and drinks.	schumacher scottsdale is a great place to buy a car. they have a great selection of cars and they have a great selection of mercedes. i've had a lot of issues with my mercedes and i've had a lot of issues with my mercedes.	1.6748371154148613e-05
728	"I went through the drive though and I noticed they got my order wrong when they repeated it back. The quality here is kind sub-par. Donuts seem not to be fresh. They aren't that rude or anything, but it's the quality, or lack of, that bring this store down. If you're in a hurry and want just ""ok"" food then stop here."	this is the worst dunkin donuts i've ever been to.  the donuts are stale and the employees are rude.  i've been to other dunkin locations and this is the only one i have ever had that has been good.	1.2463733930830868e-05
729	"I went through the drive though and I noticed they got my order wrong when they repeated it back. The quality here is kind sub-par. Donuts seem not to be fresh. They aren't that rude or anything, but it's the quality, or lack of, that bring this store down. If you're in a hurry and want just ""ok"" food then stop here."	this location is minutes from our house . unfortunately , the donuts here are always so dry ! not really stale , but dry donuts . it ' s sad that i can get better and cheaper donuts at smith ' s or vons . the staff working the counter were extremely friendly ! only reason why i ' m giving 3 stars . i keep hearing in general the donuts at dunkin ' are not that good . maybe they should change the recipe . i will not be back .	2.6012920773611153e-05
730	"I went through the drive though and I noticed they got my order wrong when they repeated it back. The quality here is kind sub-par. Donuts seem not to be fresh. They aren't that rude or anything, but it's the quality, or lack of, that bring this store down. If you're in a hurry and want just ""ok"" food then stop here."	This is the worst Dunkin' Donuts ever. The drive thru line is long and they don't even know what they're doing. It's just not worth the money, but if you want to get your nails done.	3.3709385410249964e-05
731	"I went through the drive though and I noticed they got my order wrong when they repeated it back. The quality here is kind sub-par. Donuts seem not to be fresh. They aren't that rude or anything, but it's the quality, or lack of, that bring this store down. If you're in a hurry and want just ""ok"" food then stop here."	This place is the worst Dunkin donuts I've ever been to. The lady who took my order was extremely rude and didn't know what she was doing. I'll be going back to this location.	2.7023863605964717e-05
732	"I went through the drive though and I noticed they got my order wrong when they repeated it back. The quality here is kind sub-par. Donuts seem not to be fresh. They aren't that rude or anything, but it's the quality, or lack of, that bring this store down. If you're in a hurry and want just ""ok"" food then stop here."	i can ' t say enough good about this location . the donuts were small and old . they were extremely fast service and the donuts are very good . i don ' t know if you ' re in the area .	1.877940894052152e-05
733	"I went through the drive though and I noticed they got my order wrong when they repeated it back. The quality here is kind sub-par. Donuts seem not to be fresh. They aren't that rude or anything, but it's the quality, or lack of, that bring this store down. If you're in a hurry and want just ""ok"" food then stop here."	This Dunkin' Donuts location has friendly staff, but the donuts are dry and not very good. The drive-thru is fast, but it's not worth it for the quality of the donuts.	5.364019314442139e-05
734	"I went through the drive though and I noticed they got my order wrong when they repeated it back. The quality here is kind sub-par. Donuts seem not to be fresh. They aren't that rude or anything, but it's the quality, or lack of, that bring this store down. If you're in a hurry and want just ""ok"" food then stop here."	This is a great dunkin donuts location! We did the drive through and it was very fast service. The woman helping us wasn't in the best of moods but she gave us a smile as we paid.  I would recommend coming to this location if you're in a rush and need to use the drive through.	5.303771904684443e-05
735	"I went through the drive though and I noticed they got my order wrong when they repeated it back. The quality here is kind sub-par. Donuts seem not to be fresh. They aren't that rude or anything, but it's the quality, or lack of, that bring this store down. If you're in a hurry and want just ""ok"" food then stop here."	Just went here because of the Yelp reviews. I'm not sure if they don't get their donuts anymore but it's not worth the wait. Also, they are very skimpy with their toppings and I think it's like he's back in your mouth. Smh	4.85512366424186e-05
736	"I went through the drive though and I noticed they got my order wrong when they repeated it back. The quality here is kind sub-par. Donuts seem not to be fresh. They aren't that rude or anything, but it's the quality, or lack of, that bring this store down. If you're in a hurry and want just ""ok"" food then stop here."	i have been here a few times and the donuts are always dry and the staff is very friendly. the donuts here are a little over priced but the donuts and donuts are worth the wait time. the service is always good and the wait staff is always extremely nice. the donuts have always been dry and they are	2.9974429157537376e-05
737	"I went through the drive though and I noticed they got my order wrong when they repeated it back. The quality here is kind sub-par. Donuts seem not to be fresh. They aren't that rude or anything, but it's the quality, or lack of, that bring this store down. If you're in a hurry and want just ""ok"" food then stop here."	time i come here and go to the drive thru , they screw up my order .	5.521991885307571e-05
738	"I went through the drive though and I noticed they got my order wrong when they repeated it back. The quality here is kind sub-par. Donuts seem not to be fresh. They aren't that rude or anything, but it's the quality, or lack of, that bring this store down. If you're in a hurry and want just ""ok"" food then stop here."	this is the worst dunkin donuts i've ever been to. i've been to a lot of dunkin's and this one is the worst. the donuts are stale and the service is horrible. i've been to a lot of dunkin's and this one is the worst. the donuts are stale and the service is horrible. i've been to a lot of dunkin's and this one is the worst.	1.2512909396912578e-05
739	"I went through the drive though and I noticed they got my order wrong when they repeated it back. The quality here is kind sub-par. Donuts seem not to be fresh. They aren't that rude or anything, but it's the quality, or lack of, that bring this store down. If you're in a hurry and want just ""ok"" food then stop here."	this place is just okay. i don't think i'll be going back to this location because of the service. they have a drive thru window and they are always busy. if you're in the mood for coffee, this is the place to go.	3.9935367837916976e-05
740	"I went through the drive though and I noticed they got my order wrong when they repeated it back. The quality here is kind sub-par. Donuts seem not to be fresh. They aren't that rude or anything, but it's the quality, or lack of, that bring this store down. If you're in a hurry and want just ""ok"" food then stop here."	I've been here a few times and I've been to this place. I'm not sure if I can see this place because I was a fan of the place. The best coffee shop in town. It's a nice place to go to. The donuts are so good. The coffee is great and the donuts are great.	1.2136825235317452e-05
741	"I went through the drive though and I noticed they got my order wrong when they repeated it back. The quality here is kind sub-par. Donuts seem not to be fresh. They aren't that rude or anything, but it's the quality, or lack of, that bring this store down. If you're in a hurry and want just ""ok"" food then stop here."	i love this place. i always get a glazed doughnut and an iced coffee. i usually just get a regular glazed doughnut and an iced coffee. don't expect anything spectacular when you come here. there's usually a line in the morning so if you're running tight on time, i'd pass. the wait time is a hit or miss. i've waited 5 minutes for a cup of coffee	2.458859490601883e-05
742	Ramen noodles are good here and good portion sizing, but it's crowded and that may or may not be a bad thing depending on what you want. Everything is fast and came out fast, and there's a lot to choose from when looking at the menu. It's clean too, even though it's busy, so it's not some dump or anything.	this place is a great place to grab a quick bite to eat in chinatown.  the ramen is delicious and the service is fast.  i love the fact that they have a variety of different types of ramen, and they have the best ramen i've ever had.  they also have a great selection of cocktails and desserts.	0.00011050394594906589
743	Ramen noodles are good here and good portion sizing, but it's crowded and that may or may not be a bad thing depending on what you want. Everything is fast and came out fast, and there's a lot to choose from when looking at the menu. It's clean too, even though it's busy, so it's not some dump or anything.	solid ramen . nice portion size . a busy , cozy restaurant . the ramen was delicious , as were the cocktails . also , the rice balls , which my companion ordered , and i ' d never had - umami heaven . really tasty . inexpensive , tasty and lively - in montreal ' s somewhat small chinatown . worth a visit if you are craving ramen , and i was .!	6.281283396412009e-05
744	Ramen noodles are good here and good portion sizing, but it's crowded and that may or may not be a bad thing depending on what you want. Everything is fast and came out fast, and there's a lot to choose from when looking at the menu. It's clean too, even though it's busy, so it's not some dump or anything.	One of the best ramen joints in the area, and a lot of ramen places in Chinatown. It's a good place to go if you're looking for a good ramen, but not the best.	0.00019824201862594636
745	Ramen noodles are good here and good portion sizing, but it's crowded and that may or may not be a bad thing depending on what you want. Everything is fast and came out fast, and there's a lot to choose from when looking at the menu. It's clean too, even though it's busy, so it's not some dump or anything.	This is the best ramen place I've been to in Montreal. It's a bit pricier than Kenzo, but it's worth seeking out if you're craving ramen. Also, the service was friendly and attentive.	0.00011609154728782579
746	Ramen noodles are good here and good portion sizing, but it's crowded and that may or may not be a bad thing depending on what you want. Everything is fast and came out fast, and there's a lot to choose from when looking at the menu. It's clean too, even though it's busy, so it's not some dump or anything.	this is definitely one of the best ramen places when i ' re looking for a good ramen place . the ramen was decent portion size , and the service was clean . there was no reason to pick from the ramen i ' d probably won ' t regret it . if you ' re craving ramen , this place would be a busy day .	0.0001860254127435705
747	Ramen noodles are good here and good portion sizing, but it's crowded and that may or may not be a bad thing depending on what you want. Everything is fast and came out fast, and there's a lot to choose from when looking at the menu. It's clean too, even though it's busy, so it's not some dump or anything.	Delicious ramen, fast service, modern decor with anime nods.	0.00010237327353441726
748	Ramen noodles are good here and good portion sizing, but it's crowded and that may or may not be a bad thing depending on what you want. Everything is fast and came out fast, and there's a lot to choose from when looking at the menu. It's clean too, even though it's busy, so it's not some dump or anything.	I'll admit it. I came here because Naruto likes ramen and I've rarely had it outside those really cheap bags of noodles you boil when you're in college. Or at work for lunch. I was a solo lunch diner, as I had dipped out of a conference for some better food than the conference center was offering. This place delivered. It was clean and the service was FAST. The ramen was delicious, and the recommendation of the server was spot on. Decor was modern and had several nods to anime. If I lived in the area I would probably be back here. Naruto was right, ramen is yummy!	0.00011897805392180231
749	Ramen noodles are good here and good portion sizing, but it's crowded and that may or may not be a bad thing depending on what you want. Everything is fast and came out fast, and there's a lot to choose from when looking at the menu. It's clean too, even though it's busy, so it's not some dump or anything.	Is it a ramen place? I'm not sure if it's the MSG. For a ramen place, this place is a cute little spot. Good service, good quality food... and they provide a free dessert.  We will return to try the ramen	6.116567914505107e-05
750	Ramen noodles are good here and good portion sizing, but it's crowded and that may or may not be a bad thing depending on what you want. Everything is fast and came out fast, and there's a lot to choose from when looking at the menu. It's clean too, even though it's busy, so it's not some dump or anything.	this place is really good! the service is fast and the food is really good. the ramen is awesome and the broth is spot on. the ramen broth is good and the noodles are spot on. i also like that they give you a lot of food for your money. the restaurant is clean and the service was fast.	0.00014958528038984013
751	Ramen noodles are good here and good portion sizing, but it's crowded and that may or may not be a bad thing depending on what you want. Everything is fast and came out fast, and there's a lot to choose from when looking at the menu. It's clean too, even though it's busy, so it's not some dump or anything.	the ramen was delicious , and the recommendation of the server was spot on .	0.00017774503073296428
752	Ramen noodles are good here and good portion sizing, but it's crowded and that may or may not be a bad thing depending on what you want. Everything is fast and came out fast, and there's a lot to choose from when looking at the menu. It's clean too, even though it's busy, so it's not some dump or anything.	this is a great place to grab a quick bite to eat. the food is good and the staff is friendly. i would definitely recommend this place to anyone who is looking for a quick bite to eat.	0.00014906250716770433
753	Ramen noodles are good here and good portion sizing, but it's crowded and that may or may not be a bad thing depending on what you want. Everything is fast and came out fast, and there's a lot to choose from when looking at the menu. It's clean too, even though it's busy, so it's not some dump or anything.	this place is pretty good. the food is good and the service is great. i've been here a few times and i am not sure why it's a good place to go for a late night snack or a quick lunch or dinner. they also have a nice selection of drinks and a lot of options to choose from. overall, i would recommend this restaurant to anyone who wants to try something new.	0.00016828978553212244
754	Ramen noodles are good here and good portion sizing, but it's crowded and that may or may not be a bad thing depending on what you want. Everything is fast and came out fast, and there's a lot to choose from when looking at the menu. It's clean too, even though it's busy, so it's not some dump or anything.	They have a great selection of beers, but I think it's so delicious. I am the only one of the broth. The japanese noodles are good. A great place to go to try. Best pho place in toronto. Food was good.	5.299150842035239e-05
755	Ramen noodles are good here and good portion sizing, but it's crowded and that may or may not be a bad thing depending on what you want. Everything is fast and came out fast, and there's a lot to choose from when looking at the menu. It's clean too, even though it's busy, so it's not some dump or anything.	i love this place. i've been here a few times and have never had a bad experience. the ramen is good, the udon noodles are good, and the ramen is good. i've been to a lot of ramen places in the area, but i've never had a bad experience here.	7.371596107834749e-05
756	This is an amazing tattoo place!  The shop is extremely clean and the tattoo artists are very talented.  I don't want to get my tattoos done anywhere else!  If you really want a good job done, I recommend Colin or Jake, they are the best!	this is a great place to get your tattoos done.  i've been to a few different tattoo shops in the area and this place is by far the best.  the staff is friendly, professional, and professional.  jake is the best artist i've ever worked with.  he is very talented and takes his time to make sure you get what you want.	0.00011334012094913526
757	This is an amazing tattoo place!  The shop is extremely clean and the tattoo artists are very talented.  I don't want to get my tattoos done anywhere else!  If you really want a good job done, I recommend Colin or Jake, they are the best!	this is a tattoo spot located on the way south end of the strip in what feels like a nearly abandoned strip mall . i walked in without an appointment was able to have an artist work on my tattoo right away . note : appointments are best . the front desk staff were less than friendly . but the artists are great ! the studio is clean and comfy . definitely one of the better places i ' ve been to . i ' m very pleased with my tattoo and will be coming back for more work .	6.317436660069722e-05
758	This is an amazing tattoo place!  The shop is extremely clean and the tattoo artists are very talented.  I don't want to get my tattoos done anywhere else!  If you really want a good job done, I recommend Colin or Jake, they are the best!	This is a great place to go for a tattoo. The staff is super friendly and the shop is very clean. It's a great place to get your tattoo done. They have a great selection of colors and the prices are very reasonable. If you are looking for a good tattoo artist, you will not be disappointed.	0.0002155840604661602
759	This is an amazing tattoo place!  The shop is extremely clean and the tattoo artists are very talented.  I don't want to get my tattoos done anywhere else!  If you really want a good job done, I recommend Colin or Jake, they are the best!	I've been going to west coast for over a year now and I'm glad to have found west coast tattoo shop. Everyone is very friendly and professional.	5.507418559884551e-05
760	This is an amazing tattoo place!  The shop is extremely clean and the tattoo artists are very talented.  I don't want to get my tattoos done anywhere else!  If you really want a good job done, I recommend Colin or Jake, they are the best!	this is my husband and i went to find a shop and i was looking for a place located in las vegas . the atmosphere was great and friendly . the shop was clean , and the staff is extremely kind . i definitely recommend this establishment to anyone . i would only recommend this place to anyone looking for what you ' re looking for . i will definitely be coming back to this place .	9.306403551761011e-05
